row,source_url,source_path,release_state,status,final_url,redirect_count,robots,canonical,in_sitemap,exact_path_passed,metadata_passed,passed,error
69,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maine/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maine/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maine/,1,"noindex,follow",,False,True,True,True,
70,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,1,"noindex,follow",,False,True,True,True,
71,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,1,"noindex,follow",,False,True,True,True,
72,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,1,"noindex,follow",,False,True,True,True,
73,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-minnesota/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-minnesota/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-minnesota/,1,"noindex,follow",,False,True,True,True,
74,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,1,"noindex,follow",,False,True,True,True,
75,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-missouri/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-missouri/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-missouri/,1,"noindex,follow",,False,True,True,True,
76,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-montana/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-montana/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-montana/,1,"noindex,follow",,False,True,True,True,
77,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nebraska/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nebraska/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nebraska/,1,"noindex,follow",,False,True,True,True,
78,https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,1,"noindex,follow",,False,True,True,True,
